ds,vegan,vegetarian,plant_based_plus_plant_based,vegan_informative,vegetarian_informative,plant based_informative,vegan_behavior,vegetarian_behavior,plant based_behavior,behavior_bare,informative_bare,food
2003-12-31,12.0,24.9,0.0,8.705828,15.821695519999999,0.0,3.294172,9.07830448,0.0,1085.6604918032785,341.53000000000003,341.53000000000003
2004-01-31,12.0,20.099999999999998,0.0,9.016586,12.314887839999997,0.0,2.9834140000000002,7.785112160000001,0.0,1051.478032786885,324.87,324.87
2004-02-29,11.0,20.099999999999998,0.0,7.9092956,13.412803399999998,0.0,3.0907044000000004,6.687196600000001,0.0,949.2816393442622,324.87,324.87
2004-03-31,11.0,17.7,0.0,8.3034712,11.490081039999998,0.0,2.6965288000000003,6.209918960000001,0.0,926.4042622950818,324.87,324.87
2004-04-30,11.0,17.7,0.0,8.34518,11.06943956,0.0,2.6548200000000004,6.630560440000001,0.0,961.570819672131,333.2,333.2
2004-05-31,11.0,18.599999999999998,0.0,8.249825999999999,12.117519519999997,0.0,2.7501740000000003,6.482480480000001,0.0,936.6413114754097,274.89,274.89
2004-06-30,12.0,19.8,0.28,8.4425412,12.77888604,0.28,3.5574588,7.021113960000001,0.0,998.813606557377,266.56,266.56
2004-07-31,12.0,19.5,0.0,9.1986504,12.805723879999999,0.0,2.8013496000000004,6.694276120000001,0.0,976.117868852459,258.23,258.23
2004-08-31,12.0,18.599999999999998,0.14,9.0641944,12.059703439999996,0.14,2.9358056000000006,6.540296560000002,0.0,923.3170491803278,299.88,299.88
2004-09-30,13.0,20.099999999999998,0.28,9.678936799999999,12.659424479999997,0.28,3.3210632,7.440575520000001,0.0,979.7288524590164,333.2,333.2
2004-10-31,16.0,22.8,0.0,11.8365288,14.431417399999999,0.0,4.163471200000001,8.368582600000002,0.0,1159.0722950819672,358.19,358.19
2004-11-30,14.0,19.5,0.0,10.180214799999998,12.31369724,0.0,3.819785200000001,7.18630276,0.0,1202.255737704918,333.2,333.2
2004-12-31,12.0,20.4,0.0,8.825192,13.000131719999997,0.0,3.174808,7.3998682800000015,0.0,1016.612950819672,333.2,333.2
2005-01-31,12.0,20.4,0.14,8.855376,12.817834079999997,0.14,3.1446240000000003,7.582165920000001,0.0,1018.1926229508197,316.54,316.54
2005-02-28,13.0,19.2,0.0,9.843302399999999,12.069743439999998,0.0,3.1566976,7.130256560000001,0.0,992.7095081967213,341.53000000000003,341.53000000000003
2005-03-31,12.0,18.0,0.0,8.8706052,11.49392112,-0.08758848000000001,3.1293948000000005,6.506078880000001,0.08758848000000001,944.4255737704918,358.19,358.19
2005-04-30,13.0,18.599999999999998,0.28,9.837265599999998,11.876815839999997,0.28,3.1627344000000006,6.723184160000001,0.0,1009.8727868852459,349.86,349.86
2005-05-31,12.0,18.3,0.0,8.777720799999999,12.05645332,0.0,3.2222792000000005,6.243546680000001,0.0,961.4522950819671,299.88,299.88
2005-06-30,12.0,18.3,0.0,8.7445184,11.71368656,0.0,3.2554816000000004,6.5863134400000005,0.0,1014.9913114754098,274.89,274.89
2005-07-31,13.0,17.7,0.14,9.592638,11.296574159999999,0.14,3.407362,6.403425840000001,0.0,972.78,283.22,283.22
2005-08-31,12.0,16.5,0.0,8.9806396,10.86411212,0.0,3.0193604000000005,5.63588788,0.0,933.2780327868852,324.87,324.87
2005-09-30,12.0,19.2,0.14,8.780602,12.284488879999998,0.14,3.219398,6.9155111200000015,0.0,1024.106393442623,341.53000000000003,341.53000000000003
2005-10-31,15.0,21.3,0.14,11.1228652,13.565624399999999,0.14,3.8771348000000003,7.734375600000002,0.0,1172.5691803278687,366.52,366.52
2005-11-30,14.0,17.4,0.0,10.1828216,10.936398239999997,0.0,3.8171784000000004,6.463601760000001,0.0,1260.7947540983605,349.86,349.86
2005-12-31,13.0,18.9,0.0,9.9655476,12.025786079999998,0.0,3.0344524,6.874213920000001,0.0,1052.196557377049,349.86,349.86
2006-01-31,13.0,17.7,0.14,10.0160372,11.484505231999998,0.14,2.9839628000000005,6.215494768000001,0.0,1013.8196721311476,324.87,324.87
2006-02-28,13.0,16.8,0.0,9.8315032,10.35817188,0.0,3.1684968000000007,6.441828120000001,0.0,943.231475409836,333.2,333.2
2006-03-31,12.0,17.4,0.14,9.1566672,11.377688319999997,0.14,2.8433328,6.022311680000001,0.0,956.4388524590163,333.2,333.2
2006-04-30,12.0,15.899999999999999,0.0,9.0554136,10.243463519999999,0.0,2.9445864000000004,5.656536480000001,0.0,971.9773770491803,324.87,324.87
2006-05-31,13.0,17.7,0.0,9.7745652,11.596273839999999,0.0,3.2254348000000004,6.103726160000001,0.0,978.7340983606557,308.21,308.21
2006-06-30,14.0,15.299999999999999,0.14,10.882404399999999,8.943180999999997,0.14,3.1175956000000005,6.3568190000000016,0.0,1042.6811475409836,291.55,291.55
2006-07-31,13.0,15.0,0.14,9.645597200000001,8.83963768,0.14,3.3544028,6.160362320000001,0.0,1000.1998360655738,299.88,299.88
2006-08-31,13.0,17.099999999999998,0.18237833600000003,9.8072188,10.960876239999997,0.18237833600000003,3.1927812,6.139123760000001,0.0,957.062950819672,316.54,316.54
